
Ruta del vehiculo 1:
Recorrido: [1, 50, 74, 37, 43, 52, 78, 4, 30]
Aristas: [(1,50,11.662), (50,74,9.22), (74,37,15.0), (37,43,9.22), (43,52,9.22), (52,78,5.0), (78,4,7.28), (4,30,15.0), (30,1,59.405)]
Costo asociado: 141.007      Capacidad: 98.0

Ruta del vehiculo 2:
Recorrido: [1, 41, 22, 2, 8, 11, 72]
Aristas: [(1,41,19.925), (41,22,12.166), (22,2,12.369), (2,8,6.708), (8,11,14.56), (11,72,8.062), (72,1,62.032)]
Costo asociado: 135.822      Capacidad: 97.0

Ruta del vehiculo 3:
Recorrido: [1, 14, 54, 67, 71, 68, 39, 59, 51, 77]
Aristas: [(1,14,22.204), (14,54,23.022), (54,67,8.062), (67,71,6.325), (71,68,6.325), (68,39,17.029), (39,59,5.385), (59,51,15.264), (51,77,7.071), (77,1,65.115)]
Costo asociado: 175.802      Capacidad: 100.0

Ruta del vehiculo 4:
Recorrido: [1, 75, 61, 40, 32, 18, 28, 6, 45]
Aristas: [(1,75,53.907), (75,61,8.062), (61,40,2.236), (40,32,12.0), (32,18,2.0), (18,28,9.0), (28,6,12.083), (6,45,5.0), (45,1,57.706)]
Costo asociado: 161.994      Capacidad: 96.0

Ruta del vehiculo 5:
Recorrido: [1, 63, 24, 13, 31, 7, 25, 35, 53]
Aristas: [(1,63,54.406), (63,24,8.602), (24,13,7.616), (13,31,18.028), (31,7,5.831), (7,25,4.0), (25,35,8.944), (35,53,10.05), (53,1,73.171)]
Costo asociado: 190.648      Capacidad: 98.0

Ruta del vehiculo 6:
Recorrido: [1, 64, 12, 29, 80, 49, 15, 9]
Aristas: [(1,64,58.694), (64,12,6.708), (12,29,14.213), (29,80,6.325), (80,49,10.817), (49,15,20.224), (15,9,46.141), (9,1,95.859)]
Costo asociado: 258.981      Capacidad: 98.0

Ruta del vehiculo 7:
Recorrido: [1, 73, 46, 23, 33, 5, 55, 34, 16, 42, 26]
Aristas: [(1,73,67.912), (73,46,15.62), (46,23,3.162), (23,33,10.0), (33,5,17.72), (5,55,38.079), (55,34,14.318), (34,16,7.071), (16,42,7.81), (42,26,4.243), (26,1,84.959)]
Costo asociado: 270.894      Capacidad: 95.0

Ruta del vehiculo 8:
Recorrido: [1, 65, 47, 76, 21, 58, 62, 17, 44, 69]
Aristas: [(1,65,71.847), (65,47,12.042), (47,76,18.111), (76,21,2.0), (21,58,11.18), (58,62,8.062), (62,17,7.071), (17,44,2.0), (44,69,7.81), (69,1,97.529)]
Costo asociado: 237.65200000000002      Capacidad: 99.0

Ruta del vehiculo 9:
Recorrido: [1, 60, 79, 38, 3, 19, 20]
Aristas: [(1,60,74.061), (60,79,15.033), (79,38,19.723), (38,3,2.0), (3,19,27.659), (19,20,78.339), (20,1,101.833)]
Costo asociado: 318.648      Capacidad: 98.0

Ruta del vehiculo 10:
Recorrido: [1, 56, 10, 57, 70, 48, 27, 36, 66]
Aristas: [(1,56,94.515), (56,10,11.402), (10,57,24.331), (57,70,5.657), (70,48,11.18), (48,27,15.0), (27,36,13.0), (36,66,11.18), (66,1,119.971)]
Costo asociado: 306.236      Capacidad: 63.0
--> Costo total: 2197.6839999999997          Capacidad total: 942.0
+-+-+-+-+-+-+-+-+-+-+-+-+ GRAFO CARGADO +-+-+-+-+-+-+-+-+-+-+-+-+-
        1         2         3         4         5         6         7         8         9         10        11        12        13        14        15        16        17        18        19        20        21        22        23        24        25        26        27        28        29        30        31        32        33        34        35        36        37        38        39        40        41        42        43        44        45        46        47        48        49        50        51        52        53        54        55        56        57        58        59        60        61        62        63        64        65        66        67        68        69        70        71        72        73        74        75        76        77        78        79        80
Aristas: [(1,64,58.694), (64,12,6.708), (12,35,10.44), (35,80,12.207), (80,53,8.0), (53,29,2.828), (29,15,12.806), (15,1,67.365)]
Costo asociado: 179.048      Capacidad: 90.0

Ruta del vehiculo 7:
Recorrido: [1, 73, 46, 23, 5, 33, 55, 34, 16, 42, 26]
Aristas: [(1,73,67.912), (73,46,15.62), (46,23,3.162), (23,5,17.029), (5,33,17.72), (33,55,30.067), (55,34,14.318), (34,16,7.071), (16,42,7.81), (42,26,4.243), (26,1,84.959)]
Costo asociado: 269.91100000000006      Capacidad: 95.0

Ruta del vehiculo 8:
Recorrido: [1, 65, 47, 76, 21, 58, 62, 17, 44, 69]
Aristas: [(1,65,71.847), (65,47,12.042), (47,76,18.111), (76,21,2.0), (21,58,11.18), (58,62,8.062), (62,17,7.071), (17,44,2.0), (44,69,7.81), (69,1,97.529)]
Costo asociado: 237.65200000000002      Capacidad: 99.0

Ruta del vehiculo 9:
Recorrido: [1, 60, 79, 38, 3, 49, 19]
Aristas: [(1,60,74.061), (60,79,15.033), (79,38,19.723), (38,3,2.0), (3,49,26.019), (49,19,5.099), (19,1,92.136)]
Costo asociado: 234.071      Capacidad: 93.0

Ruta del vehiculo 10:
Recorrido: [1, 56, 10, 20, 48, 57, 70, 66, 36, 27]
Aristas: [(1,56,94.515), (56,10,11.402), (10,20,39.357), (20,48,8.602), (48,57,9.22), (57,70,5.657), (70,66,11.402), (66,36,11.18), (36,27,13.0), (27,1,113.899)]
Costo asociado: 318.23400000000004      Capacidad: 75.0
--> Costo total: 2069.356          Capacidad total: 942.0

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 222  +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-

Lista tabu: [((65,47,12.042),1), ((47,76,18.111),1), ((1,56,94.515),1), ((61,32,10.05),2), ((32,18,2.0),2), ((4,30,15.0),2), ((32,30,9.22),1), ((61,18,10.05),1), ((4,32,19.235),1), ((54,67,8.062),3), ((68,1,41.231),3), ((77,68,24.083),3), ((54,68,8.062),2), ((77,1,65.115),2), ((68,67,999999999999),2), ((60,79,15.033),4), ((79,38,19.723),4), ((18,28,9.0),4), ((79,28,17.029),3), ((60,38,30.806),3), ((18,79,26.019),3), ((16,42,7.81),5), ((26,1,84.959),5), ((16,26,12.042),4), ((42,1,85.276),4), ((12,35,10.44),6), ((35,80,12.207),6), ((79,38,19.723),6), ((35,38,15.0),5), ((12,80,18.385),5), ((79,35,26.077),5), ((24,31,13.454),7), ((7,25,4.0),7), ((9,7,20.881),7), ((7,24,13.601),6), ((9,25,22.361),6), ((7,31,5.831),6), ((22,2,12.369),8), ((8,11,14.56),8), ((22,8,12.728),7), ((2,11,21.19),7), ((20,48,8.602),9), ((48,57,9.22),9), ((36,27,13.0),9), ((27,1,113.899),9), ((27,20,12.207),8), ((20,48,8.602),8), ((36,48,23.324),8), ((48,1,103.479),8)]

Ruta del vehiculo 1:
Recorrido: [1, 50, 74, 37, 43, 52, 78, 4, 30]
Aristas: [(1,50,11.662), (50,74,9.22), (74,37,15.0), (37,43,9.22), (43,52,9.22), (52,78,5.0), (78,4,7.28), (4,30,15.0), (30,1,59.405)]
Costo asociado: 141.007      Capacidad: 98.0

Ruta del vehiculo 2:
Recorrido: [1, 41, 22, 2, 8, 11, 72]
Aristas: [(1,41,19.925), (41,22,12.166), (22,2,12.369), (2,8,6.708), (8,11,14.56), (11,72,8.062), (72,1,62.032)]
Costo asociado: 135.822      Capacidad: 97.0

Ruta del vehiculo 3:
Recorrido: [1, 14, 54, 67, 71, 39, 59, 51, 77, 68]
Aristas: [(1,14,22.204), (14,54,23.022), (54,67,8.062), (67,71,6.325), (71,39,15.811), (39,59,5.385), (59,51,15.264), (51,77,7.071), (77,68,24.083), (68,1,41.231)]
Costo asociado: 168.458      Capacidad: 100.0

Ruta del vehiculo 4:
Recorrido: [1, 75, 40, 61, 32, 18, 28, 6, 45]
Aristas: [(1,75,53.907), (75,40,9.487), (40,61,2.236), (61,32,10.05), (32,18,2.0), (18,28,9.0), (28,6,12.083), (6,45,5.0), (45,1,57.706)]
Costo asociado: 161.469      Capacidad: 96.0

Ruta del vehiculo 5:
Recorrido: [1, 63, 13, 24, 31, 9, 7, 25]
Aristas: [(1,63,54.406), (63,13,10.198), (13,24,7.616), (24,31,13.454), (31,9,23.022), (9,7,20.881), (7,25,4.0), (25,1,73.682)]
Costo asociado: 207.25900000000001      Capacidad: 99.0

Ruta del vehiculo 6:
Recorrido: [1, 64, 12, 35, 80, 53, 29, 15]
Aristas: [(1,64,58.694), (64,12,6.708), (12,35,10.44), (35,80,12.207), (80,53,8.0), (53,29,2.828), (29,15,12.806), (15,1,67.365)]
Costo asociado: 179.048      Capacidad: 90.0

Ruta del vehiculo 7:
Recorrido: [1, 73, 46, 23, 5, 33, 55, 34, 16, 42, 26]
Aristas: [(1,73,67.912), (73,46,15.62), (46,23,3.162), (23,5,17.029), (5,33,17.72), (33,55,30.067), (55,34,14.318), (34,16,7.071), (16,42,7.81), (42,26,4.243), (26,1,84.959)]
Costo asociado: 269.91100000000006      Capacidad: 95.0

Ruta del vehiculo 8:
Recorrido: [1, 65, 47, 76, 21, 58, 62, 17, 44, 69]
Aristas: [(1,65,71.847), (65,47,12.042), (47,76,18.111), (76,21,2.0), (21,58,11.18), (58,62,8.062), (62,17,7.071), (17,44,2.0), (44,69,7.81), (69,1,97.529)]
Costo asociado: 237.65200000000002      Capacidad: 99.0

Ruta del vehiculo 9:
Recorrido: [1, 60, 79, 38, 3, 49, 19]
Aristas: [(1,60,74.061), (60,79,15.033), (79,38,19.723), (38,3,2.0), (3,49,26.019), (49,19,5.099), (19,1,92.136)]
Costo asociado: 234.071      Capacidad: 93.0

Ruta del vehiculo 10:
Recorrido: [1, 56, 10, 20, 48, 57, 70, 66, 36, 27]
Aristas: [(1,56,94.515), (56,10,11.402), (10,20,39.357), (20,48,8.602), (48,57,9.22), (57,70,5.657), (70,66,11.402), (66,36,11.18), (36,27,13.0), (27,1,113.899)]
Costo asociado: 318.23400000000004      Capacidad: 75.0
--> Costo total: 2056.4410000000003          Capacidad total: 942.0

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 223  +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-

Lista tabu: [((61,32,10.05),1), ((32,18,2.0),1), ((4,30,15.0),1), ((54,67,8.062),2), ((68,1,41.231),2), ((77,68,24.083),2), ((54,68,8.062),1), ((77,1,65.115),1), ((68,67,999999999999),1), ((60,79,15.033),3), ((79,38,19.723),3), ((18,28,9.0),3), ((79,28,17.029),2), ((60,38,30.806),2), ((18,79,26.019),2), ((16,42,7.81),4), ((26,1,84.959),4), ((16,26,12.042),3), ((42,1,85.276),3), ((12,35,10.44),5), ((35,80,12.207),5), ((79,38,19.723),5), ((35,38,15.0),4), ((12,80,18.385),4), ((79,35,26.077),4), ((24,31,13.454),6), ((7,25,4.0),6), ((9,7,20.881),6), ((7,24,13.601),5), ((9,25,22.361),5), ((7,31,5.831),5), ((22,2,12.369),7), ((8,11,14.56),7), ((22,8,12.728),6), ((2,11,21.19),6), ((20,48,8.602),8), ((48,57,9.22),8), ((36,27,13.0),8), ((27,1,113.899),8), ((27,20,12.207),7), ((20,48,8.602),7), ((36,48,23.324),7), ((48,1,103.479),7), ((78,4,7.28),9), ((30,1,59.405),9), ((78,30,22.091),8), ((4,1,48.104),8)]

Ruta del vehiculo 1:
Recorrido: [1, 50, 74, 37, 43, 52, 78, 4, 30]
Aristas: [(1,50,11.662), (50,74,9.22), (74,37,15.0), (37,43,9.22), (43,52,9.22), (52,78,5.0), (78,4,7.28), (4,30,15.0), (30,1,59.405)]
Costo asociado: 141.007      Capacidad: 98.0

Ruta del vehiculo 2:
Recorrido: [1, 41, 22, 2, 8, 11, 72]
Aristas: [(1,41,19.925), (41,22,12.166), (22,2,12.369), (2,8,6.708), (8,11,14.56), (11,72,8.062), (72,1,62.032)]
Costo asociado: 135.822      Capacidad: 97.0

Ruta del vehiculo 3:
Recorrido: [1, 14, 54, 67, 71, 39, 59, 51, 77, 68]
Aristas: [(1,14,22.204), (14,54,23.022), (54,67,8.062), (67,71,6.325), (71,39,15.811), (39,59,5.385), (59,51,15.264), (51,77,7.071), (77,68,24.083), (68,1,41.231)]
Costo asociado: 168.458      Capacidad: 100.0

Ruta del vehiculo 4:
Recorrido: [1, 75, 40, 61, 32, 18, 28, 6, 45]
Aristas: [(1,75,53.907), (75,40,9.487), (40,61,2.236), (61,32,10.05), (32,18,2.0), (18,28,9.0), (28,6,12.083), (6,45,5.0), (45,1,57.706)]
Costo asociado: 161.469      Capacidad: 96.0

Ruta del vehiculo 5:
Recorrido: [1, 63, 13, 24, 31, 9, 7, 25]
Aristas: [(1,63,54.406), (63,13,10.198), (13,24,7.616), (24,31,13.454), (31,9,23.022), (9,7,20.881), (7,25,4.0), (25,1,73.682)]
Costo asociado: 207.25900000000001      Capacidad: 99.0

Ruta del vehiculo 6:
Recorrido: [1, 64, 12, 35, 80, 53, 29, 15]
Aristas: [(1,64,58.694), (64,12,6.708), (12,35,10.44), (35,80,12.207), (80,53,8.0), (53,29,2.828), (29,15,12.806), (15,1,67.365)]
Costo asociado: 179.048      Capacidad: 90.0

Ruta del vehiculo 7:
Recorrido: [1, 73, 46, 23, 5, 33, 55, 34, 16, 42, 26]
Aristas: [(1,73,67.912), (73,46,15.62), (46,23,3.162), (23,5,17.029), (5,33,17.72), (33,55,30.067), (55,34,14.318), (34,16,7.071), (16,42,7.81), (42,26,4.243), (26,1,84.959)]
Costo asociado: 269.91100000000006      Capacidad: 95.0

Ruta del vehiculo 8:
Recorrido: [1, 65, 47, 76, 21, 58, 62, 17, 44, 69]
Aristas: [(1,65,71.847), (65,47,12.042), (47,76,18.111), (76,21,2.0), (21,58,11.18), (58,62,8.062), (62,17,7.071), (17,44,2.0), (44,69,7.81), (69,1,97.529)]
Costo asociado: 237.65200000000002      Capacidad: 99.0

Ruta del vehiculo 9:
Recorrido: [1, 60, 79, 38, 3, 49, 19]
Aristas: [(1,60,74.061), (60,79,15.033), (79,38,19.723), (38,3,2.0), (3,49,26.019), (49,19,5.099), (19,1,92.136)]
Costo asociado: 234.071      Capacidad: 93.0

Ruta del vehiculo 10:
Recorrido: [1, 56, 10, 20, 48, 57, 70, 66, 36, 27]
Aristas: [(1,56,94.515), (56,10,11.402), (10,20,39.357), (20,48,8.602), (48,57,9.22), (57,70,5.657), (70,66,11.402), (66,36,11.18), (36,27,13.0), (27,1,113.899)]
Costo asociado: 318.23400000000004      Capacidad: 75.0
--> Costo total: 2122.909          Capacidad total: 942.0

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 224  +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-

Lista tabu: [((54,67,8.062),1), ((68,1,41.231),1), ((77,68,24.083),1), ((60,79,15.033),2), ((79,38,19.723),2), ((18,28,9.0),2), ((79,28,17.029),1), ((60,38,30.806),1), ((18,79,26.019),1), ((16,42,7.81),3), ((26,1,84.959),3), ((16,26,12.042),2), ((42,1,85.276),2), ((12,35,10.44),4), ((35,80,12.207),4), ((79,38,19.723),4), ((35,38,15.0),3), ((12,80,18.385),3), ((79,35,26.077),3), ((24,31,13.454),5), ((7,25,4.0),5), ((9,7,20.881),5), ((7,24,13.601),4), ((9,25,22.361),4), ((7,31,5.831),4), ((22,2,12.369),6), ((8,11,14.56),6), ((22,8,12.728),5), ((2,11,21.19),5), ((20,48,8.602),7), ((48,57,9.22),7), ((36,27,13.0),7), ((27,1,113.899),7), ((27,20,12.207),6), ((20,48,8.602),6), ((36,48,23.324),6), ((48,1,103.479),6), ((78,4,7.28),8), ((30,1,59.405),8), ((78,30,22.091),7), ((4,1,48.104),7), ((53,29,2.828),9), ((29,15,12.806),9), ((9,7,20.881),9), ((7,25,4.0),9), ((53,7,22.204),8), ((7,15,34.132),8), ((9,29,33.541),8), ((29,25,20.616),8)]

Ruta del vehiculo 1:
Recorrido: [1, 50, 74, 37, 43, 52, 78, 4, 30]
Aristas: [(1,50,11.662), (50,74,9.22), (74,37,15.0), (37,43,9.22), (43,52,9.22), (52,78,5.0), (78,4,7.28), (4,30,15.0), (30,1,59.405)]
Costo asociado: 141.007      Capacidad: 98.0

Ruta del vehiculo 2:
Recorrido: [1, 41, 22, 2, 8, 11, 72]
Aristas: [(1,41,19.925), (41,22,12.166), (22,2,12.369), (2,8,6.708), (8,11,14.56), (11,72,8.062), (72,1,62.032)]
Costo asociado: 135.822      Capacidad: 97.0

Ruta del vehiculo 3:
Recorrido: [1, 14, 54, 67, 71, 39, 59, 51, 77, 68]
Aristas: [(1,14,22.204), (14,54,23.022), (54,67,8.062), (67,71,6.325), (71,39,15.811), (39,59,5.385), (59,51,15.264), (51,77,7.071), (77,68,24.083), (68,1,41.231)]
Costo asociado: 168.458      Capacidad: 100.0

Ruta del vehiculo 4:
Recorrido: [1, 75, 40, 61, 32, 18, 28, 6, 45]
Aristas: [(1,75,53.907), (75,40,9.487), (40,61,2.236), (61,32,10.05), (32,18,2.0), (18,28,9.0), (28,6,12.083), (6,45,5.0), (45,1,57.706)]
Costo asociado: 161.469      Capacidad: 96.0

Ruta del vehiculo 5:
Recorrido: [1, 63, 13, 24, 31, 9, 7, 25]
Aristas: [(1,63,54.406), (63,13,10.198), (13,24,7.616), (24,31,13.454), (31,9,23.022), (9,7,20.881), (7,25,4.0), (25,1,73.682)]
Costo asociado: 207.25900000000001      Capacidad: 99.0

Ruta del vehiculo 6:
Recorrido: [1, 64, 12, 35, 80, 53, 29, 15]
Aristas: [(1,64,58.694), (64,12,6.708), (12,35,10.44), (35,80,12.207), (80,53,8.0), (53,29,2.828), (29,15,12.806), (15,1,67.365)]
Costo asociado: 179.048      Capacidad: 90.0

Ruta del vehiculo 7:
Recorrido: [1, 73, 46, 23, 5, 33, 55, 34, 16, 42, 26]
Aristas: [(1,73,67.912), (73,46,15.62), (46,23,3.162), (23,5,17.029), (5,33,17.72), (33,55,30.067), (55,34,14.318), (34,16,7.071), (16,42,7.81), (42,26,4.243), (26,1,84.959)]
Costo asociado: 269.91100000000006      Capacidad: 95.0

Ruta del vehiculo 8:
Recorrido: [1, 65, 47, 76, 21, 58, 62, 17, 44, 69]
Aristas: [(1,65,71.847), (65,47,12.042), (47,76,18.111), (76,21,2.0), (21,58,11.18), (58,62,8.062), (62,17,7.071), (17,44,2.0), (44,69,7.81), (69,1,97.529)]
Costo asociado: 237.65200000000002      Capacidad: 99.0

Ruta del vehiculo 9:
Recorrido: [1, 60, 79, 38, 3, 49, 19]
Aristas: [(1,60,74.061), (60,79,15.033), (79,38,19.723), (38,3,2.0), (3,49,26.019), (49,19,5.099), (19,1,92.136)]
Costo asociado: 234.071      Capacidad: 93.0

Ruta del vehiculo 10:
Recorrido: [1, 56, 10, 20, 48, 57, 70, 66, 36, 27]
Aristas: [(1,56,94.515), (56,10,11.402), (10,20,39.357), (20,48,8.602), (48,57,9.22), (57,70,5.657), (70,66,11.402), (66,36,11.18), (36,27,13.0), (27,1,113.899)]
Costo asociado: 318.23400000000004      Capacidad: 75.0
--> Costo total: 2075.65          Capacidad total: 942.0

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 225  +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-

Lista tabu: [((60,79,15.033),1), ((79,38,19.723),1), ((18,28,9.0),1), ((16,42,7.81),2), ((26,1,84.959),2), ((16,26,12.042),1), ((42,1,85.276),1), ((12,35,10.44),3), ((35,80,12.207),3), ((79,38,19.723),3), ((35,38,15.0),2), ((12,80,18.385),2), ((79,35,26.077),2), ((24,31,13.454),4), ((7,25,4.0),4), ((9,7,20.881),4), ((7,24,13.601),3), ((9,25,22.361),3), ((7,31,5.831),3), ((22,2,12.369),5), ((8,11,14.56),5), ((22,8,12.728),4), ((2,11,21.19),4), ((20,48,8.602),6), ((48,57,9.22),6), ((36,27,13.0),6), ((27,1,113.899),6), ((27,20,12.207),5), ((20,48,8.602),5), ((36,48,23.324),5), ((48,1,103.479),5), ((78,4,7.28),7), ((30,1,59.405),7), ((78,30,22.091),6), ((4,1,48.104),6), ((53,29,2.828),8), ((29,15,12.806),8), ((9,7,20.881),8), ((7,25,4.0),8), ((53,7,22.204),7), ((7,15,34.132),7), ((9,29,33.541),7), ((29,25,20.616),7), ((48,57,9.22),9), ((66,36,11.18),9), ((48,66,16.643),8), ((57,36,26.476),8)]

Ruta del vehiculo 1:
Recorrido: [1, 50, 74, 37, 43, 52, 78, 4, 30]
Aristas: [(1,50,11.662), (50,74,9.22), (74,37,15.0), (37,43,9.22), (43,52,9.22), (52,78,5.0), (78,4,7.28), (4,30,15.0), (30,1,59.405)]
Costo asociado: 141.007      Capacidad: 98.0

Ruta del vehiculo 2:
Recorrido: [1, 41, 22, 2, 8, 11, 72]
Aristas: [(1,41,19.925), (41,22,12.166), (22,2,12.369), (2,8,6.708), (8,11,14.56), (11,72,8.062), (72,1,62.032)]
Costo asociado: 135.822      Capacidad: 97.0

Ruta del vehiculo 3:
Recorrido: [1, 14, 54, 67, 71, 39, 59, 51, 77, 68]
Aristas: [(1,14,22.204), (14,54,23.022), (54,67,8.062), (67,71,6.325), (71,39,15.811), (39,59,5.385), (59,51,15.264), (51,77,7.071), (77,68,24.083), (68,1,41.231)]
Costo asociado: 168.458      Capacidad: 100.0

Ruta del vehiculo 4:
Recorrido: [1, 75, 40, 61, 32, 18, 28, 6, 45]
Aristas: [(1,75,53.907), (75,40,9.487), (40,61,2.236), (61,32,10.05), (32,18,2.0), (18,28,9.0), (28,6,12.083), (6,45,5.0), (45,1,57.706)]
Costo asociado: 161.469      Capacidad: 96.0

Ruta del vehiculo 5:
Recorrido: [1, 63, 13, 24, 31, 9, 7, 25]
Aristas: [(1,63,54.406), (63,13,10.198), (13,24,7.616), (24,31,13.454), (31,9,23.022), (9,7,20.881), (7,25,4.0), (25,1,73.682)]
Costo asociado: 207.25900000000001      Capacidad: 99.0

Ruta del vehiculo 6:
Recorrido: [1, 64, 12, 35, 80, 53, 29, 15]
Aristas: [(1,64,58.694), (64,12,6.708), (12,35,10.44), (35,80,12.207), (80,53,8.0), (53,29,2.828), (29,15,12.806), (15,1,67.365)]
Costo asociado: 179.048      Capacidad: 90.0

Ruta del vehiculo 7:
Recorrido: [1, 73, 46, 23, 5, 33, 55, 34, 16, 42, 26]
Aristas: [(1,73,67.912), (73,46,15.62), (46,23,3.162), (23,5,17.029), (5,33,17.72), (33,55,30.067), (55,34,14.318), (34,16,7.071), (16,42,7.81), (42,26,4.243), (26,1,84.959)]
Costo asociado: 269.91100000000006      Capacidad: 95.0

Ruta del vehiculo 8:
Recorrido: [1, 65, 47, 76, 21, 58, 62, 17, 44, 69]
Aristas: [(1,65,71.847), (65,47,12.042), (47,76,18.111), (76,21,2.0), (21,58,11.18), (58,62,8.062), (62,17,7.071), (17,44,2.0), (44,69,7.81), (69,1,97.529)]
Costo asociado: 237.65200000000002      Capacidad: 99.0

Ruta del vehiculo 9:
Recorrido: [1, 60, 79, 38, 3, 49, 19]
Aristas: [(1,60,74.061), (60,79,15.033), (79,38,19.723), (38,3,2.0), (3,49,26.019), (49,19,5.099), (19,1,92.136)]
Costo asociado: 234.071      Capacidad: 93.0

Ruta del vehiculo 10:
Recorrido: [1, 56, 10, 20, 48, 57, 70, 66, 36, 27]
Aristas: [(1,56,94.515), (56,10,11.402), (10,20,39.357), (20,48,8.602), (48,57,9.22), (57,70,5.657), (70,66,11.402), (66,36,11.18), (36,27,13.0), (27,1,113.899)]
Costo asociado: 318.23400000000004      Capacidad: 75.0
--> Costo total: 2102.9480000000003          Capacidad total: 942.0

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 226  +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-

Lista tabu: [((16,42,7.81),1), ((26,1,84.959),1), ((12,35,10.44),2), ((35,80,12.207),2), ((79,38,19.723),2), ((35,38,15.0),1), ((12,80,18.385),1), ((79,35,26.077),1), ((24,31,13.454),3), ((7,25,4.0),3), ((9,7,20.881),3), ((7,24,13.601),2), ((9,25,22.361),2), ((7,31,5.831),2), ((22,2,12.369),4), ((8,11,14.56),4), ((22,8,12.728),3), ((2,11,21.19),3), ((20,48,8.602),5), ((48,57,9.22),5), ((36,27,13.0),5), ((27,1,113.899),5), ((27,20,12.207),4), ((20,48,8.602),4), ((36,48,23.324),4), ((48,1,103.479),4), ((78,4,7.28),6), ((30,1,59.405),6), ((78,30,22.091),5), ((4,1,48.104),5), ((53,29,2.828),7), ((29,15,12.806),7), ((9,7,20.881),7), ((7,25,4.0),7), ((53,7,22.204),6), ((7,15,34.132),6), ((9,29,33.541),6), ((29,25,20.616),6), ((48,57,9.22),8), ((66,36,11.18),8), ((48,66,16.643),7), ((57,36,26.476),7), ((53,29,2.828),9), ((29,15,12.806),9), ((38,3,2.0),9), ((3,49,26.019),9), ((53,3,21.401),8), ((3,15,34.67),8), ((38,29,23.707),8), ((29,49,13.892),8)]

Ruta del vehiculo 1:
Recorrido: [1, 50, 74, 37, 43, 52, 78, 4, 30]
Aristas: [(1,50,11.662), (50,74,9.22), (74,37,15.0), (37,43,9.22), (43,52,9.22), (52,78,5.0), (78,4,7.28), (4,30,15.0), (30,1,59.405)]
Costo asociado: 141.007      Capacidad: 98.0

Ruta del vehiculo 2:
Recorrido: [1, 41, 22, 2, 8, 11, 72]
Aristas: [(1,41,19.925), (41,22,12.166), (22,2,12.369), (2,8,6.708), (8,11,14.56), (11,72,8.062), (72,1,62.032)]
Costo asociado: 135.822      Capacidad: 97.0

Ruta del vehiculo 3:
Recorrido: [1, 14, 54, 67, 71, 39, 59, 51, 77, 68]
Aristas: [(1,14,22.204), (14,54,23.022), (54,67,8.062), (67,71,6.325), (71,39,15.811), (39,59,5.385), (59,51,15.264), (51,77,7.071), (77,68,24.083), (68,1,41.231)]
Costo asociado: 168.458      Capacidad: 100.0

Ruta del vehiculo 4:
Recorrido: [1, 75, 40, 61, 32, 18, 28, 6, 45]
Aristas: [(1,75,53.907), (75,40,9.487), (40,61,2.236), (61,32,10.05), (32,18,2.0), (18,28,9.0), (28,6,12.083), (6,45,5.0), (45,1,57.706)]
Costo asociado: 161.469      Capacidad: 96.0

Ruta del vehiculo 5:
Recorrido: [1, 63, 13, 24, 31, 9, 7, 25]
Aristas: [(1,63,54.406), (63,13,10.198), (13,24,7.616), (24,31,13.454), (31,9,23.022), (9,7,20.881), (7,25,4.0), (25,1,73.682)]
Costo asociado: 207.25900000000001      Capacidad: 99.0

Ruta del vehiculo 6:
Recorrido: [1, 64, 12, 35, 80, 53, 29, 15]
Aristas: [(1,64,58.694), (64,12,6.708), (12,35,10.44), (35,80,12.207), (80,53,8.0), (53,29,2.828), (29,15,12.806), (15,1,67.365)]
Costo asociado: 179.048      Capacidad: 90.0

Ruta del vehiculo 7:
Recorrido: [1, 73, 46, 23, 5, 33, 55, 34, 16, 42, 26]
Aristas: [(1,73,67.912), (73,46,15.62), (46,23,3.162), (23,5,17.029), (5,33,17.72), (33,55,30.067), (55,34,14.318), (34,16,7.071), (16,42,7.81), (42,26,4.243), (26,1,84.959)]
Costo asociado: 269.91100000000006      Capacidad: 95.0

Ruta del vehiculo 8:
Recorrido: [1, 65, 47, 76, 21, 58, 62, 17, 44, 69]
Aristas: [(1,65,71.847), (65,47,12.042), (47,76,18.111), (76,21,2.0), (21,58,11.18), (58,62,8.062), (62,17,7.071), (17,44,2.0), (44,69,7.81), (69,1,97.529)]
Costo asociado: 237.65200000000002      Capacidad: 99.0

Ruta del vehiculo 9:
Recorrido: [1, 60, 79, 38, 3, 49, 19]
